ticker,title,result,outcome,resolution_month,liquidity_bucket,timepoint,target_ts,candle_end_ts,time_diff_seconds,implied_prob,matched,squared_error,absolute_error
KXNHLPTS-26JAN04MTLDAL-MTLNSUZUKI14-1,Nick Suzuki records 1+ points,yes,1.0,2026-01,low,last_preclose,1767566013,1767549600.0,16413.0,0.68,True,0.10239999999999996,0.31999999999999995
KXNHLPTS-26JAN20BUFNSH-NSHRJOSI59-2,Roman Josi: 2+ points,no,0.0,2026-01,low,last_preclose,1768968191,1768957200.0,10991.0,0.19,True,0.0361,0.19
KXNHLPTS-26JAN23VGKTOR-VGKPDOROFEYEV16-1,Pavel Dorofeyev: 1+ points,yes,1.0,2026-01,low,last_preclose,1769223720,1769220000.0,3720.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNHLPTS-26JAN24DETWPG-WPGJMORRISSEY44-2,Josh Morrissey: 2+ points,no,0.0,2026-01,low,last_preclose,1769315466,1769295600.0,19866.0,0.17,True,0.028900000000000006,0.17
KXCRITICSCOST-26-RUT,Will Ruth E. Carter win Best Costume Design at the Critics Choice Awards?,no,0.0,2026-01,mid,last_preclose,1767582934,1767582000.0,934.0,0.1,True,0.010000000000000002,0.1
KXEPLSPREAD-26JAN04FULLFC-FUL2,Fulham wins by over 2.5 goals?,no,0.0,2026-01,mid,last_preclose,1767546932,1767546000.0,932.0,0.02,True,0.0004,0.02
KXLEADERNFLRYDS-26JAN05-JJEF,Will Justin Jefferson lead American Pro Football League in Most Receiving Yards for the 2025-2026 Regular Season?,no,0.0,2026-01,mid,last_preclose,1767636187,1767589200.0,46987.0,0.01,True,0.0001,0.01
KXLIGUE1SPREAD-26JAN17RCLAUX-AUX1,Auxerre wins by over 1.5 goals?,no,0.0,2026-01,mid,last_preclose,1768672512,1768669200.0,3312.0,0.03,True,0.0009,0.03
KXLOLMAP-26JAN15NSFOX-1-FOX,Will BNK FEARX win map 1 in the Nongshim Red Force vs. BNK FEARX match?,yes,1.0,2026-01,mid,last_preclose,1768494045,1768478400.0,15645.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBA2D-26JAN02DENCLE-CLEDMITCHELL45,Denver at Cleveland: Double Doubles: Donovan Mitchell,no,0.0,2026-01,mid,last_preclose,1767410421,1767402000.0,8421.0,0.1,True,0.010000000000000002,0.1
KXNBA2D-26JAN25SACDET-SACDDEROZAN10,DeMar DeRozan: Double Double,no,0.0,2026-01,mid,last_preclose,1769382057,1769382000.0,57.0,0.01,True,0.0001,0.01
KXNBA3PT-26JAN19UTASAS-SASDFOX4-1,De'Aaron Fox: 1+ threes,yes,1.0,2026-01,mid,last_preclose,1768866889,1768863600.0,3289.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBAPTS-26JAN14NYKSAC-SACDDEROZAN10-20,DeMar DeRozan records 20+ points,yes,1.0,2026-01,mid,last_preclose,1768456792,1768453200.0,3592.0,0.86,True,0.019600000000000003,0.14
KXNBAPTS-26JAN15PHXDET-DETCCUNNINGHAM2-25,Cade Cunningham records 25+ points,no,0.0,2026-01,mid,last_preclose,1768532685,1768528800.0,3885.0,0.85,True,0.7224999999999999,0.85
KXNBAPTS-26JAN20LALDEN-LALLJAMES23-20,LeBron James: 20+ points,no,0.0,2026-01,mid,last_preclose,1768974272,1768971600.0,2672.0,0.84,True,0.7055999999999999,0.84
KXNBAPTS-26JAN28ATLBOS-BOSJBROWN7-25,Jaylen Brown: 25+ points,no,0.0,2026-01,mid,last_preclose,1769655634,1769655600.0,34.0,0.05,True,0.0025000000000000005,0.05
KXNBAREB-26JAN07TORCHA-CHAKKNUEPPEL7-6,Kon Knueppel records 6+ rebounds,yes,1.0,2026-01,mid,last_preclose,1767840301,1767834000.0,6301.0,0.37,True,0.39690000000000003,0.63
KXNBAREB-26JAN22LALLAC-LACIZUBAC40-11,Ivica Zubac: 11+ rebounds,yes,1.0,2026-01,mid,last_preclose,1769142593,1769140800.0,1793.0,0.45,True,0.30250000000000005,0.55
KXNBAREB-26JAN27NOPOKC-NOPZWILLIAMSON1-6,Zion Williamson: 6+ rebounds,yes,1.0,2026-01,mid,last_preclose,1769567101,1769565600.0,1501.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNBASPREAD-26JAN20PHXPHI-PHI7,Philadelphia wins by over 7.5 Points?,no,0.0,2026-01,mid,last_preclose,1768963895,1768960800.0,3095.0,0.01,True,0.0001,0.01
KXNBATOTAL-26JAN25TOROKC-237,Toronto at Oklahoma City: Total Points,no,0.0,2026-01,mid,last_preclose,1769396490,1769396400.0,90.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN03HOUCIN-HOU11,Houston wins by over 11.5 Points?,no,0.0,2026-01,mid,last_preclose,1767476998,1767474000.0,2998.0,0.05,True,0.0025000000000000005,0.05
KXNCAAMBSPREAD-26JAN06SCARLSU-LSU3,LSU wins by over 3.5 Points?,no,0.0,2026-01,mid,last_preclose,1767753398,1767751200.0,2198.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN10GTMIA-MIA26,Miami (FL) wins by over 26.5 Points?,no,0.0,2026-01,mid,last_preclose,1768077963,1768075200.0,2763.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN10MSSTUK-UK13,Kentucky wins by over 13.5 Points?,yes,1.0,2026-01,mid,last_preclose,1768104599,1768104000.0,599.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-26JAN14PITTGT-PITT13,Pittsburgh wins by over 13.5 Points?,yes,1.0,2026-01,mid,last_preclose,1768444583,1768442400.0,2183.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBSPREAD-26JAN19MRMKMRST-MRMK8,Merrimack wins by over 8.5 Points?,yes,1.0,2026-01,mid,last_preclose,1768858285,1768856400.0,1885.0,0.98,True,0.0004000000000000007,0.020000000000000018
KXNCAAMBSPREAD-26JAN21PFWDET-PFW14,Purdue Fort Wayne wins by over 14.5 Points?,no,0.0,2026-01,mid,last_preclose,1769050907,1769050800.0,107.0,0.01,True,0.0001,0.01
KXNCAAMBSPREAD-26JAN24UTAHBYU-BYU30,BYU wins by over 30.5 Points?,no,0.0,2026-01,mid,last_preclose,1769301961,1769299200.0,2761.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-26JAN07FIUJVST-145,Florida International at Jacksonville St.: Total Points,no,0.0,2026-01,mid,last_preclose,1767839554,1767837600.0,1954.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-26JAN14FIUKENN-171,Florida International at Kennesaw St.: Total Points,yes,1.0,2026-01,mid,last_preclose,1768444887,1768442400.0,2487.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN14ULLTXST-135,Louisiana at Texas St.: Total Points,no,0.0,2026-01,mid,last_preclose,1768447247,1768446000.0,1247.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-26JAN17SHSUFIU-168,Sam Houston at Florida International: Total Points,no,0.0,2026-01,mid,last_preclose,1768688063,1768687200.0,863.0,0.01,True,0.0001,0.01
KXNCAAMBTOTAL-26JAN19LAMUNO-161,Lamar at New Orleans: Total Points,yes,1.0,2026-01,mid,last_preclose,1768879830,1768878000.0,1830.0,0.09,True,0.8281000000000001,0.91
KXNCAAMBTOTAL-26JAN21KENNSHSU-166,Kennesaw St. at Sam Houston: Total Points,yes,1.0,2026-01,mid,last_preclose,1769049802,1769047200.0,2602.0,0.29,True,0.5041,0.71
KXNCAAMBTOTAL-26JAN21UNAQUC-162,North Alabama at Queens University: Total Points,no,0.0,2026-01,mid,last_preclose,1769050314,1769047200.0,3114.0,0.02,True,0.0004,0.02
KXNCAAMBTOTAL-26JAN23LIUSTNH-124,LIU at Stonehill: Total Points,yes,1.0,2026-01,mid,last_preclose,1769220668,1769220000.0,668.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNCAAMBTOTAL-26JAN24MURRUNI-153,Murray St. at Northern Iowa: Total Points,yes,1.0,2026-01,mid,last_preclose,1769297540,1769295600.0,1940.0,0.87,True,0.016900000000000002,0.13
KXNCAAMBTOTAL-26JAN24UVMBRY-134,Vermont at Bryant: Total Points,no,0.0,2026-01,mid,last_preclose,1769286886,1769284800.0,2086.0,0.09,True,0.0081,0.09
KXNCAAMBTOTAL-26JAN28BELVALP-144,Belmont at Valparaiso: Total Points,yes,1.0,2026-01,mid,last_preclose,1769656294,1769655600.0,694.0,0.94,True,0.0036000000000000064,0.06000000000000005
KXNCAAMBTOTAL-26JAN28BUCKLAF-150,Bucknell at Lafayette: Total Points,yes,1.0,2026-01,mid,last_preclose,1769652763,1769652000.0,763.0,0.89,True,0.012099999999999998,0.10999999999999999
KXNCAAWBGAME-26JAN14DETCLEV-DET,Detroit Mercy at Cleveland St. Winner?,no,0.0,2026-01,mid,last_preclose,1768445505,1768442400.0,3105.0,0.01,True,0.0001,0.01
KXNCAAWBGAME-26JAN17USACCAR-CCAR,South Alabama at Coastal Carolina Winner?,yes,1.0,2026-01,mid,last_preclose,1768682736,1768680000.0,2736.0,0.7,True,0.09000000000000002,0.30000000000000004
KXNCAAWBGAME-26JAN17WIUUALR-UALR,Western Illinois at Little Rock Winner?,no,0.0,2026-01,mid,last_preclose,1768686183,1768683600.0,2583.0,0.01,True,0.0001,0.01
KXNCAAWBGAME-26JAN28LONGWEBB-LONG,Longwood at Gardner-Webb Winner?,yes,1.0,2026-01,mid,last_preclose,1769655087,1769652000.0,3087.0,0.93,True,0.004899999999999993,0.06999999999999995
KXNHLTOTAL-26JAN15VANCBJ-3,Vancouver at Columbus: Total Points,yes,1.0,2026-01,mid,last_preclose,1768530019,1768528800.0,1219.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXNYCRENTSY-25-T1,Will New York City rent grow above 1% in December 2025?,yes,1.0,2026-01,mid,last_preclose,1768336071,1768154400.0,181671.0,0.99,True,0.00010000000000000018,0.010000000000000009
KXSAGAWARDACTR-26-AMA,2026 Actor Award for Outstanding Performance by a Female Actor in a Leading Role?,no,0.0,2026-01,mid,last_preclose,1767885821,1767852000.0,33821.0,0.05,True,0.0025000000000000005,0.05
